candidate_id,group_id,silver_label,domain,claim_text,evidence_text,realism_risk_flag,risk_types,realism_risk_score_0_to_5,realism_score_suggested_1_to_5,reason,recommended_action
SBV2-ALL92-G085-C03,SBV2-ALL92-G085,strong_action_overclaim,cyber_defense,"The adversarial agent follows attack and kill-chain sequences prescribed by Atomic Red Team, MITRE ATT&CK, and live enterprise telemetry during the autonomous cyber-defense experiments.","In our setup, the adversarial agent uses a stan- dard form of attack/kill-chain sequences as prescribed by the Atomic Red Team (ART) and MITRE ATT&CK frame- work.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.83; boundary=high_mild_strong_sim=0.79,review
SBV2-ALL92-G085-C04,SBV2-ALL92-G085,contradiction_candidate,cyber_defense,The adversarial agent follows random attack and kill-chain sequences separate from Atomic Red Team and MITRE ATT&CK during the autonomous cyber-defense experiments.,"In our setup, the adversarial agent uses a stan- dard form of attack/kill-chain sequences as prescribed by the Atomic Red Team (ART) and MITRE ATT&CK frame- work.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.83; contra_mech=high_sim_to_supported=0.82,review
SBV2-ALL92-G086-C01,SBV2-ALL92-G086,supported,cyber_defense,"Against the aggressive red agent, proactive-v2 lasts 15 time steps, beating proactive-v1 at 12 and baseline at 10 in the aggressive red-agent evaluation.","Finally, against the aggressive red agent, the proactive-v2 blue agent (15 time steps) again outperforms proactive-v1 (12 time steps) and baseline (10 time steps) blue agents.",low,too_template_like,1,2,template_sim=0.96,keep
SBV2-ALL92-G086-C02,SBV2-ALL92-G086,mild_scope_overclaim,cyber_defense,"Against the aggressive red agent, proactive-v2 lasts 16 time steps, beating proactive-v1 at 12 and baseline at 10 in the aggressive red-agent evaluation.","Finally, against the aggressive red agent, the proactive-v2 blue agent (15 time steps) again outperforms proactive-v1 (12 time steps) and baseline (10 time steps) blue agents.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.96; boundary=high_mild_strong_sim=1.00,review
SBV2-ALL92-G086-C03,SBV2-ALL92-G086,strong_action_overclaim,cyber_defense,"Against the aggressive red agent, proactive-v2 lasts 20 time steps, beating proactive-v1 at 12 and baseline at 10 in the aggressive red-agent evaluation.","Finally, against the aggressive red agent, the proactive-v2 blue agent (15 time steps) again outperforms proactive-v1 (12 time steps) and baseline (10 time steps) blue agents.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.96; boundary=high_mild_strong_sim=1.00,review
SBV2-ALL92-G086-C04,SBV2-ALL92-G086,contradiction_candidate,cyber_defense,"Against the aggressive red agent, proactive-v2 lasts 9 time steps, trailing proactive-v1 at 12 and baseline at 10 in the aggressive red-agent evaluation.","Finally, against the aggressive red agent, the proactive-v2 blue agent (15 time steps) again outperforms proactive-v1 (12 time steps) and baseline (10 time steps) blue agents.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.89; contra_mech=high_sim_to_supported=0.86,review
SBV2-ALL92-G087-C01,SBV2-ALL92-G087,supported,cyber_defense,Human designers face substantial cognitive limitations when developing reward models for nuanced cyber operation dynamics for the autonomous cyber-defense reward design problem.,"As cyber environments evolve with increasingly sophisticated attack vectors, advanced detection methodologies, and expansive network architectures, human designers face substantial cognitive limitations in developing comprehensive reward models that accurately capture the nuanced dynamics of cy- ber operations.",low,too_template_like,1,2,template_sim=0.86,keep
SBV2-ALL92-G087-C02,SBV2-ALL92-G087,mild_scope_overclaim,cyber_defense,Human designers face substantial cognitive limitations when developing reward models for nuanced cyber operation dynamics and response timing for the autonomous cyber-defense reward design problem.,"As cyber environments evolve with increasingly sophisticated attack vectors, advanced detection methodologies, and expansive network architectures, human designers face substantial cognitive limitations in developing comprehensive reward models that accurately capture the nuanced dynamics of cy- ber operations.",low,too_template_like,1,2,template_sim=0.83,keep
SBV2-ALL92-G087-C03,SBV2-ALL92-G087,strong_action_overclaim,cyber_defense,Human designers face substantial cognitive limitations that make manual reward-model development ineffective for nuanced cyber operation dynamics for the autonomous cyber-defense reward design problem.,"As cyber environments evolve with increasingly sophisticated attack vectors, advanced detection methodologies, and expansive network architectures, human designers face substantial cognitive limitations in developing comprehensive reward models that accurately capture the nuanced dynamics of cy- ber operations.",low,too_template_like,1,2,template_sim=0.71,keep
SBV2-ALL92-G087-C04,SBV2-ALL92-G087,contradiction_candidate,cyber_defense,Human designers face minimal cognitive limitations when developing reward models for nuanced cyber operation dynamics for the autonomous cyber-defense reward design problem.,"As cyber environments evolve with increasingly sophisticated attack vectors, advanced detection methodologies, and expansive network architectures, human designers face substantial cognitive limitations in developing comprehensive reward models that accurately capture the nuanced dynamics of cy- ber operations.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.82; contra_mech=high_sim_to_supported=0.89,review
SBV2-ALL92-G089-C01,SBV2-ALL92-G089,supported,cyber_defense,A strong expert hierarchical decision rule outperforms a joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.,Their results show that a strong expert meta-policy can out- perform a joint Proximal Policy Optimization (PPO) policy [15].,low,too_template_like,1,2,template_sim=0.84,keep
SBV2-ALL92-G089-C02,SBV2-ALL92-G089,mild_scope_overclaim,cyber_defense,A strong expert hierarchical decision rule outperforms a joint PPO baseline and a graph-convolutional PPO variant in the autonomous cyber-defense challenge description.,Their results show that a strong expert meta-policy can out- perform a joint Proximal Policy Optimization (PPO) policy [15].,low,too_template_like,1,2,template_sim=0.79,keep
SBV2-ALL92-G089-C03,SBV2-ALL92-G089,strong_action_overclaim,cyber_defense,A strong expert hierarchical decision rule outperforms the joint PPO baseline by a wide empirical margin in the autonomous cyber-defense challenge description.,Their results show that a strong expert meta-policy can out- perform a joint Proximal Policy Optimization (PPO) policy [15].,low,too_template_like,1,2,template_sim=0.77,keep
SBV2-ALL92-G089-C04,SBV2-ALL92-G089,contradiction_candidate,cyber_defense,A strong expert hierarchical decision rule trails the joint PPO baseline in the cited challenge submission in the autonomous cyber-defense challenge description.,Their results show that a strong expert meta-policy can out- perform a joint Proximal Policy Optimization (PPO) policy [15].,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.79; contra_mech=high_sim_to_supported=0.88,review
SBV2-ALL92-G091-C01,SBV2-ALL92-G091,supported,cyber_defense,The study evaluates its methods against multiple baselines at different design stages to motivate the methodology and design decisions.,We evaluate our methods against multiple baselines at different stages of the design process to motivate our methodology and design decisions.,low,too_template_like,1,2,template_sim=0.78,keep
SBV2-ALL92-G091-C02,SBV2-ALL92-G091,mild_scope_overclaim,cyber_defense,The study evaluates its methods against multiple baselines at early and late design stages to motivate the methodology and design decisions.,We evaluate our methods against multiple baselines at different stages of the design process to motivate our methodology and design decisions.,low,too_template_like,1,2,template_sim=0.73,keep
SBV2-ALL92-G091-C03,SBV2-ALL92-G091,strong_action_overclaim,cyber_defense,The study evaluates its methods against multiple baselines at every design stage to validate the methodology and design decisions.,We evaluate our methods against multiple baselines at different stages of the design process to motivate our methodology and design decisions.,low,too_template_like,1,2,template_sim=0.67,keep
SBV2-ALL92-G091-C04,SBV2-ALL92-G091,contradiction_candidate,cyber_defense,The study evaluates its methods against no baselines at different design stages while motivating the methodology and design decisions.,We evaluate our methods against multiple baselines at different stages of the design process to motivate our methodology and design decisions.,medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.69; contra_mech=high_sim_to_supported=0.71,review
SBV2-ALL92-G092-C01,SBV2-ALL92-G092,supported,cyber_defense,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries.","Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of convergence speed, episodic return, and several interpretable metrics relevant to cybersecurity, including the fraction of clean machines on the network, precision, and false positives.",low,too_template_like,1,2,template_sim=0.92,keep
SBV2-ALL92-G092-C02,SBV2-ALL92-G092,mild_scope_overclaim,cyber_defense,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and resource costs with multiple adversaries.","Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of convergence speed, episodic return, and several interpretable metrics relevant to cybersecurity, including the fraction of clean machines on the network, precision, and false positives.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.87; boundary=high_mild_strong_sim=0.80,review
SBV2-ALL92-G092-C03,SBV2-ALL92-G092,strong_action_overclaim,cyber_defense,"The comparisons show the hierarchical learning approach achieving top performance in convergence speed, episodic return, cybersecurity metrics, and adversary identification with multiple adversaries.","Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of convergence speed, episodic return, and several interpretable metrics relevant to cybersecurity, including the fraction of clean machines on the network, precision, and false positives.",medium,too_template_like|mild_strong_boundary_unclear,2,3,template_sim=0.87; boundary=high_mild_strong_sim=0.80,review
SBV2-ALL92-G092-C04,SBV2-ALL92-G092,contradiction_candidate,cyber_defense,"The comparisons show the hierarchical learning approach achieving lower performance in convergence speed, episodic return, and cybersecurity metrics with multiple adversaries.","Comparisons with multiple baselines across different adversaries show that our hierarchical learning approach achieves top performance in terms of convergence speed, episodic return, and several interpretable metrics relevant to cybersecurity, including the fraction of clean machines on the network, precision, and false positives.",medium,too_template_like|contradiction_too_mechanical,2,3,template_sim=0.87; contra_mech=high_sim_to_supported=0.88,review
SBV2-ALL92-G093-C01,SBV2-ALL92-G093,supported,cyber_defense,The paper leaves H-MARL transferability to evolving adversaries that adapt from opponent behavior or environment feedback as future work.,We leave as future work the study of H-MARL transferability to evolving adversaries that adapt their policies based on opponent behavior or environment feedback.,low,too_template_like,1,2,template_sim=0.76,keep
